question_id,test_id,question,optionA,optionB,optionC,optionD,answer,explanation,paragraph,image,explanationImage
,4,"To compare GDP across nations, Real GDP is used because","it calculates GDP at constant prices","it takes inflation into account","it calculates GDP at current prices","it has been prescribed by World Bank",a,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 26\nExplanation\nIn order to compare the GDP figures (and other macroeconomic variables) of different countries or to compare the GDP figures of the same country at different points of time, we cannot rely on GDPs evaluated at current market prices. For comparison we take the help of real GDP. Real GDP is calculated in a way such that the goods and services are evaluated at some constant set of prices (or constant prices). Since these prices remain fixed, if the Real GDP changes we can be sure that it is the volume of production which is undergoing changes. Nominal GDP, on the other hand, is simply the value of GDP at the current prevailing prices.",,,
,4,The GDP deflator is equal to,Ratio of nominal to real GDP or index of prices,Consumer price index,Whole sale price index,None of the above,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 26\nExplanation\nNotice that the ratio of nominal GDP to real GDP gives us an idea of how the prices have moved from the base year(the year whose prices are being used to calculate the real GDP) to the current year. In the calculation of real and nominal GDP of the current year, the volume of production is fixed. Therefore, if these measures differ it is only due to change in the price level between the base year and the current year. The ratio of nominal to real GDP is a well known index of prices. This is called GDP Deflator. Thus if GDP stands for nominal GDP and gdp stands for real GDP then, GDP deflator =GDP /gdp ",,,
,4,"Consider the following statements regarding Broad Money.\n1. It is the least liquid.\n2. It excludes time deposits.\n3. It includes post office savings deposits\nWhich of the statements given above is/are correct?",1 and 2 only,1 and 3 only,3 only,None of the above,B,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 39\nExplanation\nM1 = CU + DD\nM2 = M1 + Savings deposits with Post Office savings banks\nM3 = M1 + Net time deposits of commercial banks\nM4 = M3 + Total deposits with Post Office savings organisations (excluding National Savings Certificates) where, CU is currency (notes plus coins) held by the public and DD is net demand deposits held by commercial banks. The word .net' implies that only deposits of the public held by the banks are to be included in money supply. The interbank deposits, which a commercial bank holds in other commercial banks, are not to be regarded as part of money supply. M1 and M2 are known as narrow money. M3 and M4 are known as broad money. These gradations are in decreasing order of liquidity. M1 is most liquid and easiest for transactions whereas M4 is least liquid of all. M3 is the most commonly used measure of money supply. It is also known as aggregate monetary resources",,,
,4,"Consider the following statements regarding Open Market Operations (OMOs).\n1. They are undertaken both by RBI and Government of India.\n2. OMOs always increase money supply in the economy.\n3. OMOs can help tackle inflation in the short-run in the economy.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,3 only,"1, 2 and 3",C,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 44\nExplanation \nOpen Market Operations: RBI purchases (or sells) government securities to the general public in a bid to increase (or decrease) the stock of high powered money in the economy. Suppose RBI purchases Rs 100 worth government securities from the bond market. It will issue a cheque of Rs 100 on itself to the seller of the bond. The seller will deposit the cheque in her bank, which, in turn, will credit the seller's account with a balance of Rs 100. The bank's deposits go up by Rs 100 which is a liability to the bank. However, its assets also go up by Rs 100 by the possession of this cheque, which is a claim on RBI. The bank will deposit this cheque to RBI which, in turn, will credit the bank's account with RBI with Rs 100.",,,
,4,"Sterilization is used by RBI to\n1. Fight external shocks to the economy\n2. Counter inflation\n3. Stabilize the depreciation in the Indian rupee\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,3 only,"1, 2 and 3",A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 45\nExplanation \nSterilisation by RBI: RBI often uses its instruments of money creation for stabilising the stock of money in the economy from external shocks. Suppose due to future growth prospects in India investors from across the world increase their investments in Indian bonds which under such circumstances, are likely to yield a high rate of return. They will buy these bonds with foreign currency. Since one cannot purchase goods in the domestic market with foreign currency, a person who sells these bonds to foreign investors will exchange her foreign currency holding into rupee at a commercial bank. The bank, in turn, will submit this foreign currency to RBI and its deposits with RBI will be credited with equivalent sum of money.\nThis increased money supply may not altogether be good for the economy's health. If the volume of goods and services produced in the economy remains unchanged, the extra money will lead to increase in prices of all commodities RBI often intervenes with its instruments to prevent such an outcome. In the above example, RBI will undertake an open market sale of government securities of an amount equal to the amount of foreign exchange inflow in the economy, thereby keeping the stock of high powered money and total money supply unchanged. Thus it sterilises the economy against adverse external shocks. This operation of RBI is known as sterilization",,,
,4,"Government needs to play an important role in the economy other than the private sector because \n1. Public goods can not always be provided by private sector\n2. Government can take functions of redistribution of wealth.\n3. Stabilization of the economy can not be done by the private sector \nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,3 only,"1, 2 and 3",D,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 61\nExplanation\nFirst, certain goods, referred to as public goods (such as national defence, roads, government administration), as distinct from private goods (like clothes, cars, food items), cannot be provided through the market mechanism, i.e. by transactions between individual consumers and producers and must be provided by the government. This is the allocation function. Second, through its tax and expenditure policy, the government attempts to bring about a distribution of income that is considered fair by society. The government affects the personal disposable income of households by making transfer payments and collecting taxes and, therefore, can alter the income distribution. This is the distribution function. Third, the economy tends to be subject to substantial fluctuations and may suffer from prolonged periods of unemployment or inflation. The overall level of employment and prices in the economy depends upon the level of aggregate demand which is a function of the spending decisions of millions of private economic agents apart from the government.",,,
,4,"Revenue receipts of the government do not include which of the following?\n1. Taxes imposed on goods imported into and exported out of India\n2. Income of PSUs\n3. Profits on investments made by government\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,All are part of revenue receipts of government,D,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 61\nExplanation\nRevenue receipts are divided into tax and non-tax revenues.\nTax revenues consist of the proceeds of taxes and other duties levied by the central government. Tax revenues, an important component of revenue receipts, comprise of direct taxes – which fall directly on individuals (personal income tax) and firms (corporation tax), and indirect taxes like excise taxes (duties levied on goods produced within the country), customs duties (taxes imposed on goods imported into and exported out of India) and service tax. Non-tax revenue of the central government mainly consists of interest receipts (on account of loans by the central government which constitutes the single largest item of non-tax revenue), dividends and profits on investments made by the government, fees and other receipts for services rendered by the government. Cash grants-in-aid from foreign countries and international organisations are also included.",,,
,4,"Capital receipts form a major part of the assets of the government. Which of the following included in Capital receipts?\n1. Borrowing from RBI\n2. Profits on investments\n3. Disinvestment in PSUs\nSelect the correct answer using the code given below",1 and 3 only,2 and 3 only,1 only,All form part of capital receipts.,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 63\nExplanation\nThe main items of capital receipts are loans raised by the government from the public which are called market borrowings, borrowing by the government from the Reserve Bank and commercial banks and other financial institutions through the sale of treasury bills, loans received from foreign governments and international organisations, and recoveries of loans granted by the central government. Other items include small savings (Post-Office Savings Accounts, National Savings Certificates, etc), provident funds and net receipts obtained from the sale of shares in Public Sector Undertakings (PSUs).",,,
,4,"Which of the following can be termed as the limitations of GDP as an index of welfare of a country?\n1. It does not account for economic inequalities. \n2. Several non-monetary exchanges are  not accounted for\n3. Externalities are neglected.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 27\nExplanation\n  Refer to page no.27,28&29.",,,
,4,Cash grants-in-aid from foreign countries and international organisations are included in,Non-tax revenue receipts,Capital receipts,External borrowings of Government,Corporate Social responsibility,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 62\nExplanation\n  Non-tax revenue of the central government mainly consists of interest receipts (on account of loans by the central government which constitutes the single largest item of non-tax revenue), dividends and profits on investments made by the government, fees and other receipts for services rendered by the government. Cash grants-in-aid from foreign countries and international organisations are also included.",,,
,4,"Interest rate differential between two countries in the short-run can result in\n1. Change of investment flows across these two nations\n2. Change in exchange rate of these two countries\n3. Change in trade flows across these nations\nSelect the correct answer using the codes given below",1 and 2 only,1 and 3 only,2 and 3 only,"1, 2 and 3",A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 81&82\nExplanation\nIn the short run, another factor that is important in determining exchange rate movements is the interest rate differential i.e. the difference between interest rates between countries. There are huge funds owned by banks, multinational corporations and wealthy individuals which move around the world in search of the highest interest rates. If we assume that government bonds in country A pay 8 per cent rate of interest whereas equally safe bonds in country B yield 10 per cent, the interest rate diferential is 2 per cent. Investors from country A will be attracted by the high interest rates in country B and will buy the currency of country B selling their own currency. At the same time investors in country B will also find investing in their own country more attractive and will therefore demand less of country A,s currency. This means that the demand curve for country A,s currency will shift to the left and the supply curve will shift to the right causing a depreciation of country A,s currency and an appreciation of country B,s currency. Thus, a rise in the interest rates at home often leads to an appreciation of the domestic currency. Here, the implicit assumption is that no restrictions exist in buying bonds issued by foreign governments",,,
,4,"Consider the following statements regarding Revenue expenditure:\n1. It is provided for in every annual budget of the government.\n2. Some part of revenue expenditure may be used for creation of physical assets.\n3. Interest payments on debt incurred by the government do not form part of revenue expenditure.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 62\nExplanation\nRevenue expenditure consists of all those expenditures of the government which do not result in creation of physical or financial assets. It relates to those expenses incurred for the normal functioning of the government departments and various services, interest payments on debt incurred by the government, and grants given to state governments and other parties (even though some of the grants may be meant for creation of assets).",,,
,4,"Consider the following statements\n1. RBI is known as lender of last resort\n2. It frames fiscal policy\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 43\nExplanation\nThe Reserve Bank of India plays a crucial role here. In case of a crisis like the above it stands by the commercial banks as a guarantor and extends loans to ensure the solvency of the latter. This system of guarantee assures individual account-holders that their banks will be able to pay their money back in case of a crisis and there is no need to panic thus avoiding bank runs. This role of the monetary authority is known as the lender of last resort",,,
,4,High powered money is ,"currency that moves regularly and quickly between financial markets so investors ensure they are getting the highest short-term interest rates available","currency that is easily available in any economy in its Forex market.","The total liability of the monetary authority of the country, RBI",None of the above,C,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 41\nExplanation\nHigh Powered Money: The total liability of the monetary authority of the country, RBI, is called the monetary base orhigh powered money. It consists of currency (notes and coins in circulation with the public and vault cash of commercial banks) and deposits held by the Government of India and commercial banks with RBI",,,
,4,"If there is no government, no foreign trade then","investment in the economy should be equal to domestic savings","savings will naturally be much greater than investment in the economy","savings will be lesser than gross investment in the economy","investment will be equal to the total amount of capital goods and infrastructure created in the economy",A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 23\nExplanation\nThe basic equation representing the economy is:\nI + G + X – M = S + T\nIn other words(I – S) + (G – T) = M – X (2.8)\nIn the equation, G – T measures by what amount the government expenditure exceeds the tax revenue earned by it. This is referred to as budget deficit. M – X is known as the trade deficit – it measures the excess of import expenditure over the export revenue earned by the economy (M is the outflow from the country, X is the inflow into the country).\nIf there is no government, no foreign trade then G = T = M = X = 0.\nHence the equation yields I = S, which means investments equal to savings.",,,
,4,"In a managed floating exchange rate system the exchange rate of the domestic currency is determined by\n1. Market forces of Supply and Demand\n2. The Central Bank\n3. IMF\nSelect the correct answer using the code given below",1 and 2 only,1 and 3 only,2 and 3 only,"1, 2 and 3",A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 84\nExplanation\nIn a managed system, the Central bank allows the currency to be affected by market forces.\nAt few times, the Bank intervenes directly in the forex market to buy and sell foreign currencies in an attempt to moderate exchange rate movements whenever they feel that such actions are appropriate. Official reserve transactions are, therefore, not equal to zero.",,,
,4,The speculative demand for money means that,Money is used for investment in securities that yield returns,Money is used for building of infrastructure in the country,Money is demanded for immediate consumption requirements,Money is saved for emergency purposes by people,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 36\nExplanation\nAn individual may hold her wealth in the form of landed property, bullion, bonds, money etc. For simplicity, let us club all forms of assets other than money together into a single category called bonds. Typically, bonds are papers bearing the promise of a future stream of monetary returns over a certain period of time. These papers are issued by governments or firms for borrowing money from the public and they are tradable in the market. This demand for money is speculative demand for money",,,
,4,Currency notes and coins are called fiat money because,They are legal tenders without any intrinsic value,They are legal tenders with an intrinsic value,They are non-binding tenders issued by the Central bank,They are non-binding tenders issued by the government,A,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 38\nExplanation\nThe value of the currency notes and coins is derived from the guarantee provided by the issuing authority of these items. Every currency note bears on its face a promise from the Governor of RBI that if someone produces the note to RBI, or any other commercial bank, RBI will be responsible for giving the person purchasing power equal to the value printed on the note. The same is also true of coins. Currency notes and coins are therefore called fiat money.\nThey do not have intrinsic value like a gold or silver coin. They are also called legal tenders as they cannot be refused by any citizen of the country for settlement of any kind of transaction. Cheques drawn on savings or current accounts, however, can be refused by anyone as a mode of payment. Hence, demand deposits are not legal tenders.",,,
,4,What does the term inventories mean in economics?,Natural resources used in production,Innovative final good,"unsold finished goods, or semi-finished goods, or raw materials which a firm carries from one year to the next",None of the above,C,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 18\nExplanation\nIn economics, the stock of unsold finished goods, or semi-finished goods, or raw materials which a firm carries from one year to the next is called inventory",,,
,4,"Fiscal deficit need not always be inflationary. This will be when?","Excess spending will result in creation of infrastructure and other useful assets in the economy","Excess spending is used to invest abroad","Excess spending is used to provide important public services like transport, health services etc.",All of the above,D,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 72\nExplanation\nHowever, if there are unutilised resources, output is held back by lack of demand. A high fiscal deficit is accompanied by higher demand and greater output and, therefore, need not be inflationary. It has been argued that there is a decrease in investment due to a reduction in the amount of savings available to the private sector. This is because if the government decides to borrow from private citizens by issuing bonds to finance its deficits, these bonds will compete with corporate bonds and other financial instruments for the available supply of funds. If some private savers decide to buy bonds, the funds remaining to be invested in private hands will be smaller. Thus, some private borrowers will get ‘crowded out’ of the financial markets as the government claims an increasing share of the economy’s total savings. However, one must note that the economy’s flow of savings is not really fixed unless we assume that income cannot be augmented. If government deficits succeed in their goal of raising production, there will be more income and, therefore, more saving. In this case, both government and industry can borrow more. Also, if the government invests in infrastructure, future generations may be better off, provided the return on such investments is greater than the rate of interest. The actual debt could be paid off by the growth in output. The debt should not then be considered burdensome. The growth in debt will have to be judged by the growth of the economy as a whole",,,
,4,"Consider the following statements about the FRBM act, 2003.\n1. Actual deficits may exceed the targets only on ground of national security, calamity etc.\n2. The Reserve Bank of India must not subscribe to the primary issues of central government securities.\n3. It provides for greater transparency in fiscal operations of the government.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 12  – Book Name – Introductory Macroeconomics – Page No 74\nExplanation\n1. The Act mandates the central government to take appropriate measures to reduce fiscal deficit to not more than 3 percent of GDP and to eliminate the revenue deficit by March 31, 20098 and thereafter build up adequate revenue surplus.\n2. It requires the reduction in fiscal deficit by 0.3 per cent of GDP each year and the revenue deficit by 0.5 per cent. If this is not achieved through tax revenues, the necessary adjustment has to come from a reduction in expenditure.\n3. The actual deficits may exceed the targets specified only on grounds of national security or natural calamity or such other exceptional grounds as the central government may specify.\n4. The central government shall not borrow from the Reserve Bank of India except by way of advances to meet temporary excess of cash disbursements over cash receipts.\n5. The Reserve Bank of India must not subscribe to the primary issues of central government securities from the year 2006-07.\n6. Measures to be taken to ensure greater transparency in fiscal operations.\n7. The central government to lay before both Houses of Parliament three statements – Medium-term Fiscal Policy Statement, The Fiscal Policy Strategy Statement, The Macroeconomic Framework Statement along with the Annual Financial Statement.\n8. Quarterly review of the trends in receipts and expenditure in relation to the budget be placed before both Houses of Parliament. The act applies to the central government. However, 26 states have already enacted fiscal responsibility legislations which have made the rule based fiscal reform programme of the government more broad based. Although the government has emphasised that the FRBMA is an important instituional mechanism to ensure fiscal prudence and support macro economic balance there have been fears that welfare expenditure may get reduced to meet the targets mandated by the Act",,,
