question_id,test_id,Questions,OptionA,OptionB,OptionC,OptionD,Answer,Explanation,paragraph,image,explanationImage
,6,"Consider the following statements regarding cultivation of rice:\n1. It is grown in tropical and sub-tropical regions.\n2. It requires high temperature, high humidity and high rainfall.\n3. India is the leading producer of Rice\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 8-  – Book Name – Resources and Development– Page No. 44.\nExplanation:\n Rice is the major food crop of the world. It is the staple diet of the tropical and sub-tropical regions. Rice needs high temperature, high humidity and rainfall. It grows best in alluvial clayey soil, which can retain water. China leads in the production of rice followed by India, Japan, Sri Lanka and Egypt. In favourable climatic conditions as in West Bengal and Bangladesh two to three crops are grown in a year.",,,
,6,"This crop requires high temperature, light rainfall, several frost-free days and bright sunshine for its growth. It grows best on black and alluvial soils. The crop can be?",Jute,Maize,Cotton,Coffee,C,"Class – 8-  – Book Name – Resources and Development– Page No. 45.\nExplanation:\n Cotton requires high temperature, light rainfall, two hundred and ten frost-free days and bright sunshine for its growth. It grows best on black and alluvial soils. China, USA, India, Pakistan, Brazil and Egypt are the leading producers of cotton. It is one of the main raw materials for the cotton textile industry.",,,
,6,Cooperative sector industries can be owned and operated by,Producers of raw materials,Supplier of raw materials,Workers in the cooperative industry,"All three of (a), (b) and (c)",D,"Class – 8-  – Book Name – Resources and Development– Page No. 52.\nExplanation:\n Co-operative sector industries are owned and operated by the producers or suppliers of raw materials, workers or both. Anand Milk Union Limited and Sudha Dairy are a success stories of a co-operative venture.",,,
,6,"Which of the following factors may have contributed to the spread of cotton industry over India?\n1. Cotton is not a weight losing raw material.\n2. The favourable humid climate condition required for cotton can be created artificially too.\nSelect the correct answer using the code given below",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 8 – Book Name – Resources and Development– Page No. 59.\nExplanation:\n Initially this industry flourished in the states of Maharashtra and Gujarat because of favourable humid climate. But today, humidity can be created artificially, and raw cotton is a pure and not weight losing raw material, so this industry has spread to other parts",,,
,6,"Consider the following statements regarding Textile industry in the world:\n1. Ahmedabad-Manchester of India\n2. Osaka- Manchester of japan\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 8-  – Book Name – Resources and Development– Page No. 60.\nExplanation:\nAhmedabad: It is located in Gujarat on the banks of the Sabarmati river. The first mill was established in 1859. It soon became the second largest textile city of India, after Mumbai. Ahmedabad was therefore often referred to as the ‘Manchester of India’.\n Osaka: It is an important textile centre of Japan, also known as the ‘Manchester of Japan’. The textile industry developed in Osaka due to several geographical factors. The extensive plain around Osaka ensured that land was easily available for the growth of cotton mills. Warm humid climate is well suited to spinning and weaving. The river Yodo provides sufficient water for the mills. Labour is easily available. Location of port facilitates import of raw cotton and for exporting textiles",,,
,6,"Consider the following statements regarding population pyramid.\n1. The population pyramid for countries with low level of human development will be broad at base and narrow at the top.\n2. The population pyramid for countries with high level of human development and steady population size will not show much variation in width from base to top.\nWhich of the statements given above is/are incorrect?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"Class – 8-  – Book Name – Resources and Development– Page No. 72,73.\nExplanation:\n Refer to population composition in chapter6.\nThe population pyramid for countries with low level of human development will be broad at base and narrow at the top.\nThe population pyramid for countries with high level of human development and steady population size will not show much variation in width from base to top.",,,
,6,"Consider the following areas as per various legislations enacted to safeguard wildlife, forests and biodiversity.\n1. Reserved forests\n2. Protected forests\n3. Wildlife Sanctuary\n4. National Park\nArrange the following in increasing order of protection and funding given by the government in connection with safeguarding wildlife, biodiversity and forests.",2 – 1 – 3 - 4,1 – 2 – 3 - 4,3 – 2 – 1 - 4,2 – 1 – 4 - 3,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.18-20.\nExplanation:\n Typically, reserved forests are often upgraded to the status of wildlife sanctuaries, which in turn may be upgraded to the status of national parks, with each category receiving a higher degree of protection and government funding.",,,
,6,"Consider the following statements regarding Sacred Groves: \n1. These patches of forests have been left untouched by the local tribals. \n2. Any interference with them is banned by the local community.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 10-  – Book Name – Contemporary India-2– Page No.21. \nExplanation:\nSacred groves - a wealth of diverse and rare species Nature worship is an age old tribal belief based on the premise that all creations of nature have to be protected. Such beliefs have preserved several virgin forests in pristine form called Sacred Groves (the forests of God and Goddesses). These patches of forest or parts of large forests have been left untouched by the local people and any interference with them is banned. Certain societies revere a particular tree which they have preserved from time immemorial. The Mundas and the Santhal of Chhota Nagpur region worship mahua (Bassialatifolia) and kadamba (Anthocaphaluscadamba) trees, and the tribals of Orissa and Bihar worship the tamarind (Tamarindusindica) and mango (Mangiferaindica) trees during weddings. To many of us, peepal and banyan trees are considered sacred.",,,
,6,"Which of the following purposes can be served by multi-purpose projects (dams)?\n1. Fish breeding\n2. Irrigation\n3. Inland navigation\n4. Habitats for the rivers’ aquatic life.\nSelect the correct answer using the code given below","1, 2, 3 and 4","1 and 4 only","2 and 4 only","1, 2 and 3 only",D,"Class – 10-  – Book Name – Contemporary India-2– Page No.26. \nExplanation:\n Dams were traditionally built to impound rivers and rainwater that could be used later to irrigate agricultural fields. Today, dams are built not just for irrigation but for electricity generation, water supply for domestic and industrial uses, flood control, recreation, inland navigation and fish breeding. Hence, dams are now referred to as multi-purpose projects where the many uses of the impounded water are integrated with one another.",,,
,6,"Which of the following can be the negative effects of building dams?\n1. Dams fragment rivers making it difficult for aquatic fauna to migrate.\n2. The reservoirs that are created on the floodplains also submerge the existing vegetation and soil leading to its decomposition over a period of time.\n3. Regulating and damming of rivers affect their natural flow causing poor sediment flow and excessive sedimentation at the bottom of the reservoir, resulting in rockier stream beds and poorer habitats for the rivers’ aquatic life.\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 10-  – Book Name – Contemporary India-2– Page No.27. \nExplanation:\n In recent years, multi-purpose projects and large dams have come under great scrutiny and opposition for a variety of reasons. Regulating and damming of rivers affect their natural flow causing poor sediment flow and excessive sedimentation at the bottom of the reservoir, resulting in rockier stream beds and poorer habitats for the rivers’ aquatic life. Dams also fragment rivers making it difficult for aquatic fauna to migrate, especially for spawning. The reservoirs that are created on the floodplains also submerge the existing vegetation and soil leading to its decomposition over a period of time.",,,
,6,"The Zaid crop season occurs between the kharif and rabi seasons. Which of the following crops are grown in this season?\n1. Watermelon\n2. Cucumber\n3. Sugarcane\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 10-  – Book Name – Contemporary India-2– Page No.36. \nExplanation:\n In between the rabi and the kharif seasons, there is a short season during the summer months known as the Zaid season. Some of the crops produced during zaid‘ are watermelon, muskmelon, cucumber, vegetables and fodder crops.",,,
,6,"Which one of the following describes a system of agriculture where a single crop is grown on a large area?",Shifting Agriculture,Plantation Agriculture,Horticulture,Intensive Agriculture,B,"Class – 10-  – Book Name – Contemporary India-2– Page No.35. \nExplanation:\n Plantation is also a type of commercial farming. In this type of farming, a single crop is grown on a large area. The plantation has an interface of agriculture and industry.\nPlantations cover large tracts of land, using capital intensive inputs, with the help of migrant labourers. All the produce is used as raw material in respective industries. In India, tea, coffee, rubber, sugarcane, banana, etc.. are important plantation crops.",,,
,6,"Consider the following statements:\n1. Andhra pradesh is the first and the only state in India which has made roof top rainwater harvesting structure compulsory to all the houses across the state.\n2. This state has legal provisions to punish the defaulters.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,D,"Class – 10 – Book Name – Contemporary India-2– Page No.32. \nExplanation:\n Tamil Nadu is the first and the only state in India which has made roof top rainwater harvesting structure compulsory to all the houses across the state. There are legal provisions to punish the defaulters.",,,
,6,"Consider the following statements:\n1. Most of the petroleum occurrences in India are associated with anticlines and fault traps in the rock formations of the tertiary age.\n2. About 63 per cent of India’s petroleum production is from off shore fields of Eastern India\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.60. \nExplanation:\n Most of the petroleum occurrences in India are associated with anticlines and fault traps in the rock formations of the tertiary age. In regions of folding, anticlines or domes, it occurs where oil is trapped in the crest of the upfold. The oil bearing layer is a porous limestone or sandstone through which oil may flow. The oil is prevented from rising or sinking by intervening non-porous layers. Petroleum is also found in fault traps between porous and non-porous rocks. Gas, being lighter usually occurs above the oil. About 63 per cent of India’s petroleumproduction is from Mumbai High, 18 per cent from Gujarat and 16 per cent from Assam. From the map locate the 3 major off shore fields of western India. Ankeleshwar is the most important field of Gujarat. Assam is the oldest oil producing state of India. Digboi, Naharkatiya and Moran-Hugrijan are the important oil fields in the state.",,,
,6,"Consider the following statements regarding limestone:\n1. It is found in metamorphic rocks\n2. It is the basic raw material for the cement industry\n3. It is essential for smelting iron ore in the blast furnace.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 10-  – Book Name – Contemporary India-2– Page No.56. \nExplanation:\n Limestone is found in association with rocks composed of calcium carbonates or calcium and magnesium carbonates. It is found in sedimentary rocks of most geological formations. Limestone is the basic raw material for the cement industry and essential for smelting iron ore in the blast furnace.",,,
,6,"Consider the following statements:\n1. Jharkhand has the highest production of copper in India.\n2. Odisha is the largest producer of bauxite ore in India.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 10-  – Book Name – Contemporary India-2– Page No.55. \nExplanation:\n The Balaghat mines in Madhya Pradesh produce 52 per cent of India’s copper.plateau region of Bilaspur- Katni. Orissa is the largest bauxite producing state in India with 45 per cent of the country’s total production in 2000-01",,,
,6,"Natural gas reserves in India can be found in\n1. Gulf of Cambay\n2. Chotanagpur plateau\n3. Andaman and Nicobar Islands\nSelect the correct answer using the code given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C,"Class – 10-  – Book Name – Contemporary India-2– Page No.60. \nExplanation:\n Large reserves of natural gas have been discovered in the Krishna- Godavari basin. Along the west coast the reserves of the Mumbai High and allied fields are supplemented by finds in the Gulf of Cambay. Andaman and Nicobarislands are also important areas having large reserves of natural gas.",,,
,6,"Consider the following statements:\n1. Waterways is a costliest mode of transport.\n2. In India, more freight is handled via the coastal route and ports than the inland waterway route.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,B,"Class – 10-  – Book Name – Contemporary India-2– Page No.87. \nExplanation:\n Waterways are the cheapest means of transport. They are most suitable for carrying heavy and bulky goods. It is a fuel-efficient and environment friendly mode of transport. India has inland navigation waterways of 14,500 km in length. Out of these only 3,700 km are navigable by mechanised boats.\nWhereas the Indian coastline is some 7400 kms. 95 per cent of the country‘s trade volume (68 per cent in terms of value) is moved by sea.",,,
,6,"In India, Gulf of Kuchch is ideal for harnessing which kind of energy?",Tidal energy,Geo-thermal energy,Wind energy,Solar energy,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.63. \nExplanation:\n Oceanic tides can be used to generate electricity. Floodgate dams are built across inlets. During high tide water flows into the inlet and gets trapped when the gate is closed. After the tide falls outside the flood gate, the water retained by the floodgate flows back to the sea via a pipe that carries it through a power-generating turbine. In India, the Gulf of Kuchchh, provides ideal conditions for utilising tidal energy. A 900 mw tidal energy power plant is set up here by the National Hydropower Corporation.",,,
,6,"Consider the following statements regarding major sea ports in India.\n1. Mumbai is the biggest port with a spaciousnatural and well-sheltered harbour.\n2. Mumbai is also a tidal port\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.87. \nExplanation:\n With a long coastline of 7,516.6 km, India is dotted with 12 major and 181 medium and minor ports. These major ports handle 95 per cent of India’s foreign trade.\nKandla in Kuchchh was the first port developed soon after Independence to ease the volume of trade on the Mumbai port, in the wake of loss of Karachi port to Pakistan after the Partition. Kandla is a tidal port. It caters to the convenient handling of exports and imports of highly productive granary and industrial belt stretching across the states of Jammu and Kashmir, Himachal Pradesh, Punjab, Haryana, Rajasthan and Gujarat.Mumbai is the biggest port with a spacious natural and well-sheltered harbour.",,,
,6,"In India, Roadways have an edge over railways in view of this consider the following statements\n1. Construction cost ofroads is much lower than that of railway lines\n2. Road transport is economical intransportation of long distance.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.82. \nExplanation:\nIndia has one of the largest road networks in the world, aggregating to about 2.3 million kmat present. In India, roadways have preceded railways. They still have an edge over railways in view of the ease with which they can be built and maintained. The growing importance of road transport vis-à-vis rail transport is rooted in the following reasons; (a) construction cost of roads is much lower than that of railway lines,(b) roads can traverse comparatively more dissected and undulating topography, (c) road scan negotiate higher gradients of slopes and as such can traverse mountains such as the Himalayas, (d) road transport is economical in transportation of few persons and relatively smaller amount of goods over short distances, e) it also provides door-to-door service, thus the cost of loading and unloading is much lower,\n(f) road transport is also used as a feeder to other modes of transport such as they provide a link between railway stations, air and sea ports.",,,
,6,"Consider the following statements regarding plantation of rubber.\n1. It is grown in tropical and sub-tropical areas.\n2. It is grown in the North-Eastern region of India as well as South India.\n3. India is the producer of rubber in the world.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,1, 2  and 3,A,"Class – 10-  – Book Name – Contemporary India-2– Page No.42. \nExplanation:\n Rubber: It is an equatorial crop, but under special conditions, it is also grown in tropical and sub-tropical areas. It requires moist and humid climate with rainfall of more than 200 cm. and temperature above 25°C. Rubber is an important industrial raw material. It is mainly grown in Kerala, Tamil Nadu, Karnataka and Andaman and Nicabar islands and Garo hills of Meghalaya. India ranks fifth among the world‘s natural rubber producers.",,,
,6,"Consider the following statements:\n1. Black soil is made up of lava flows.\n2. Black soil can hold moisture better than most soils.\n3. They are poor in nutrients like calcium carbonate, magnesium, potash, lime etc.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 10-  – Book Name – Contemporary India-2– Page No.8. \nExplanation:\n The black soils are made up of extremely fine i.e. clayey material. They are well-known for their capacity to hold moisture. In addition, they are rich in soil nutrients, such as calcium carbonate, magnesium, potash and lime. These soils are generally poor in phosphoric contents. They develop deep cracks during hot weather, which helps in the proper aeration of the soil. These soils are sticky when wet and difficult to work on unless tilled immediately after the first shower or during the pre-monsoon period.",,,
,6,"Which of the following crops can be grown in laterite soil?\n1. Cashewnut\n2. Tea\n3. Coffee\nSelect the correct answer using the code given below",1 and 2  only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 10-  – Book Name – Contemporary India-2– Page No.10. \nExplanation:\n The laterite soil develops in areas with high temperature and heavy rainfall. This is the result of intense leaching due to heavy rain. Humus content of the soil is low because most of the micro organisms, particularly the decomposers, like bacteria, get destroyed due to high temperature. Laterite soils are suitable for cultivation with adequate doses of manures and fertilizers. These soils are mainly found in Karnataka, Kerala, Tamil Nadu, Madhya Pradesh, and the hilly areas of Orissa and Assam.",,,
,6,Which one of the following is the main cause of land degradation in Punjab?,Intensive cultivation ,Deforestation ,Over irrigation,Overgrazing,C,"Class – 10-  – Book Name – Contemporary India-2– Page No.7. \nExplanation:\n Mining sites are abandoned after excavation work is complete leaving deep scars and traces of over-burdening. In states like Jharkhand, Chhattisgarh, Madhya Pradesh and Orissa deforestation due to mining have caused severe land degradation. In states like Gujarat, Rajasthan, Madhya Pradesh and Maharashtra overgrazing is one of the main reasons for land degradation. In the states of Punjab, Haryana, western Uttar Pradesh, over irrigation is responsible for land degradation due to water logging leading to increase in salinity",,,
,6,Which of the following conservation strategies do not directly involve community participation?,Joint forest management ,Beej BachaoAndolan,Chipko Movement,Demarcation of Wildlife sanctuaries,D,"Class – 10-  – Book Name – Contemporary India-2– Page No.21. \nExplanation:\nThe famous Chipko movement in the Himalayas has not only successfully resisted deforestation in several areas but has also shown that community afforestation with indigenous species can be enormously successful. Attempts to revive the traditional conservation methods or developing new methods of ecological farming are now widespread. Farmers and citizen’s groups like the Beej BachaoAndolan in Tehri and Navdanya have shown that adequate levels of diversified crop production without the use of synthetic chemicals are possible and economically viable. In India joint forest management (JFM) programme furnishes a good example for involving local communities in the management and restoration of degraded forests. The programme has been in formal existence since 1988 when the state of Orissa passed the first resolution for joint forest management. JFM depends on the formation of local (village) institutions that undertake protection activities mostly on degraded forest land managed by the forest department. In return, the members of these communities are entitled to intermediary benefits like non-timber forest produces and share in the timber harvested by ‘successful protection’.",,,
