question_id,test_id,question,Option A,Option B,Option C,Option D,Answer,Explanation,paragrph,image,explanationImage
,10,"Consider the followings statements regarding tradition of constructing pillars during mauryan period.\n1. The Mauryan pillars areconstructed in pieces by a mason.\n2. The top portion of the pillar was carved with capital figures like the bull, the lion, the elephant, etc.\n3. The Mauryan pillar capital found at Sarnath is our national emblem.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 19.\nExplanation:\n The Mauryan pillars are rock-cut pillars thus displaying the carver’s skills, whereas the Achamenian pillars are constructed in pieces by a mason. Stone pillars were erected all over the Mauryan Empire with inscriptions engraved on them. The top portion of the pillar was carved with capital figures like the bull, the lion, the elephant, etc. All the capital figures are vigorousand carved standing on a square or circular abacus. Abacuses are decorated with stylised lotuses. Some of the existing pillars with capital figures were found at Basarah-Bakhira, Lauriya- Nandangarh,Rampurva, Sankisa and Sarnath. The Mauryan pillar capital found at Sarnath popularly known as the Lion Capital is the finest example of Mauryansculptural tradition. It is also our national emblem.",,,
,10,"Consider the following statements regarding LomusRishi cave:\n1. The rock-cut cave is located at Barabar hills near Gaya in Bihar.\n2. The cave was patronised by Ashoka for the Ajivika sect.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 20.\nExplanation:\n The rock-cut cave carved at Barabar hills near Gaya in Bihar is known as the LomusRishi cave. The facade of the cave is decorated with the semicircular chaitya arch as the entrance. The elephant frieze carved in high relief on the chaitya arch shows considerable movement. The interior hall of this cave is rectangular with a circular chamber at the back. The entrance is located on the side wall of the hall. The cave was patronised by Ashokafor the Ajivika sect. The LomusRishi cave is an isolated example of this period. But many Buddhist caves of the subsequent periods were excavated in eastern and western India.",,,
,10,The lion capital in sarnath was built by Ashoka in commemoration of the historical event,Mahabhinishkramana,Nirvana,Dhammachakraparivartan,Parinirvana,C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 23.\nExplanation:\n The Lion Capital discovered more than a hundred years ago at Sarnath, near Varanasi, is generally referred to as SarnathLion Capital. This is one of the finest examples of sculpture from the Mauryan period. Built in commemoration of the historical event of the first sermon or the Dhammachakrapravartanaby the Buddha at Sarnath, the capital was built by Ashoka.",,,
,10,"Consider the following statements regarding Mathura school of art:\n1. Buddha was depicted in human form.\n2. It was a confluence of the Bactrian and local Mathura tradition.\n3. Its influence spread to other parts of Northern India.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 30.\nExplanation:\n The first century CE onwards, Gandhara (now in Pakistan), Mathura in northern India and Vengi in Andhra Pradesh emerged as important centers of art production. Buddha in the symbolic form got a human form in Mathura and Gandhara. The sculptural tradition in Gandhara had the confluence of Bactria, Parthia and the local Gandhara tradition. The local sculptural tradition at Mathura became so strong that the tradition spread to other parts ofnorthern India. The best example in this regard is the stupa sculptures found at Sanghol in the Punjab.",,,
,10,"Consider the following statements regarding Gandhara school of art.\n1. Images of Vaishnava and Shaiva are also depicted along with the images of Buddha.\n2. Stupa sculpture was also a part of it.\n3. It was developed owing to local conditions only.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 30.\nExplanation:\nThe sculptural tradition in Gandhara had the confluence of Bactria, Parthia and the local Gandhara tradition.\nThe Buddha image at Mathura is modelled on the lines of earlier Yaksha images whereas in Gandhara it has Hellenistic features. Images of Vaishnava (mainly Vishnu and his various forms) and Shaiva (mainly the lingas and mukhalingas) faiths are also found at Mathura but Buddhist images are found in large numbers. It may be noted that the images of Vishnu and Shiva are represented by their ayudhas (weapons).",,,
,10,"In South India, Buddhist monuments can be found in these locations\n1. Nagarjunkonda\n2. Jagayyapetta\n3. Amaravati\n4. Goli\nSelect the correct answer using the codes given below","2 and 3 only","1, 3 and 4 only",1 and 4 only,"1, 2, 3 and 4",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 33.\nExplanation:\nBuddhist Monuments of South India - Vengi in Andhra Pradesh has many stupa sites like Jagayyapetta, Amaravati, Bhattiprolu, Nagarjunkonda, Goli, etc. Amaravati has a mahachaitya and had many sculptures which are now preserved in Chennai Museum, ChaturMukhlinga, Amaravati Site Museum, National Museum, New Delhi and the British Museum, London. Like the Sanchi Stupa, the Amaravati Stupa also has pradakshinapatha enclosed within a vedika on which many narrative sculptures are depicted.",,,
,10,Boddhisattva images were added as a part of the personified representations of certain virtues or qualities as propagated by the Buddhist religious principles for the welfare of the masses with the rise of,Mahayana Buddism,Vajrayana Buddhism,Hinayana Buddhism,None of the above,B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 35.\nExplanation:\nAlong with the images of the Buddha, other Buddhist images of Boddhisattvas like Avalokiteshvara, Padmapani, Vajrapani, Amitabha, and Maitreya Buddha started getting sculpted.\nHowever, with the rise of Vajrayana Buddhism many Boddhisattva images were added as a part of the personified representations of certain virtues or qualities as propagated by the Buddhist religious principles for the welfare of the masses.",,,
,10,"Consider the following statements:\n1. In Karla, the biggest rock-cut chaitya hall was excavated.\n2. Junnar has the largest Buddhist cave excavations.\n3. Roof Chaitya halls are found at Ajanta.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 35.\nExplanation:\n In western India, many Buddhist caves dating back to the second century BCE onwards have been excavated. Mainly three architectural types were executed—(i) apsidal vaultro of chaitya halls (found at Ajanta, Pitalkhora, Bhaja); (ii) apsidal vault-roof pillarless hall (found at Thana-Nadsur); and (iii) flat-roofed quadrangular hall with a circular chamber at the back.\n Many cave sites have the standard first type of chaitya halls in the subsequent period. In Karla, the biggest rock-cut chaitya hall was excavated.\nThe stupas in the fourth and fifth centuries CE have Buddha images attached. Junnar has the largest cave excavations— more than two hundred caves around the hills of the town—whereas Kanheri in Mumbai has a hundred and eight excavated caves. The most important sites are Ajanta, Pitalkhora, Ellora, Nashik, Bhaja, Junnar, Karla, Kanheri. Ajanta, Ellora, and Kanheri continue to flourish.",,,
,10,"Consider the following about Ellora caves.\n1. It is located near Indore in Madhya Pradesh\n2. Idol sculpture of Gajasur Shiva is found there.\n3. Ravana shaking Mount Kailash is also depicted alongwith other Vaishnavite themes.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 41.\nExplanation:\nAnother important cave site located in Aurangabad District is Ellora. It is located a hundred kilometres from Ajanta and has thirty-two Buddhist,there are twelve Buddhist caves having many images belonging to Vajrayana Buddhism like Tara, Mahamayuri, Akshobhya, Avalokiteshwara, Maitrya, Amitabha, etc.\nThe brahamanical caves have many sculptures. Many caves are dedicated to Shaivism, but the images of both Shiva and Vishnu and their various forms according to Puranic narrative are depicted. Among the Shaivite themes, Ravana shaking Mount Kailash, Andhakasurvadha, Kalyanasundara are profusely depicted whereas among the Vaishnavite themes, the different avatars of Vishnu are depicted.",,,
,10,"Consider the following statements regarding Elephanta caves located near Mumbai:\n1. The entrance to Elephanta caves is guarded by huge pillars.\n2. It is a rock-cut cave.\n3. Originally a Buddhist site, it came to be dominated by the Shaivite faith.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 41.\nExplanation:\nThe Elephanta Caves located near Mumbai, were originally a Buddhist site which was later dominated by the Shaivite faith. It is contemporary with Ellora, and its sculptures show slenderness in the body, with stark light and dark effects. The other noteworthy cave site is Bagh located near Indore in Madhya Pradesh.\nThe tradition of rock-cut caves continued in the Deccan and they are found not only in Maharashtra but also in Karnataka, mainly at Badami and Aiholi, executed under the patronage of the Chalukyas; in Andhra Pradesh in the area of Vijayawada; and in Tamil Nadu, mainly at Mahabalipuram, under the patronage of the Pallavas.",,,
,10,"Badami is a famous mural painting site in the state of Karnataka. Consider the following statements about it.\n1. The excavation of the Badami caves was patronized by Rastrakutas.\n2. The cave is popularly known as Vishnu cave.\n3. Indra and his retinue are also painted in the cave.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 62.\nExplanation:\n Badami was the capital of the western Chalukyan dynasty which ruled the region from 543 to 598 CE. With the decline of the Vakataka rule, the Chalukyas established their power in the Deccan. The Chalukya king, Mangalesha, patronised the excavation of the Badami caves. He was the younger son of the Chalukya king, Pulakesi I, and the brother of Kirtivarman I. The inscription in Cave No.4 mentions the date 578–579 CE, describes the beauty of the cave and includes the dedication of the image of Vishnu. Thus it may be presumed that the cave was excavated in the same era and the patron records his Vaishnava affiliation. Therefore, the cave is popularly known as the Vishnu Cave. Only a fragment of the painting has survived on the vaulted roof of the front mandapa.\nPaintings in this cave depict palace scenes. One shows Kirtivarman, the son of Pulakesi I and the elder brother of Mangalesha, seated inside the palace with his wife and feudatories watching a dance scene. Towards the corner of the panel are figures of Indra and his retinue.",,,
,10,"Chola paintings are not found at which of these places?\n1. Gangaikonda temple\n2. Vadakkunathan temple\n3. Brihdeshwara temple\n4. Nartamalai\nSelect the correct answer using the codes given below",2 only,1 and 4 only,1 and 3 only,2 and 4 only,A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 64.\nExplanation:\nThe tradition of building temples and embellishing them with carvings and paintings continued during the reign of the Chola kings who ruled over the region from the ninth to the thirteenth century. But it was in the eleventh century, when the Cholas reached their zenith of power, that masterpieces of Chola art and architecture began to appear. The temples of Brihadeswara at Thanjavur, Gangaikonda Cholapuram and Darasuram were built during the reigns of Rajaraja Chola and his son, Rajendra Chola.\nThough Chola paintings are seen in Nartamalai, the most important are those in Brihadeswara temple. The paintings were executed on the walls of the narrow passage surrounding the shrine. Two layers of paint were found when they were discovered. The upper layer was painted during the Nayak period, in the sixteenth century. Thanks to the cleaning of the surface painting, examples of the great tradition of painting during the Chola Period were unveiled. The paintings show narrations and aspects related to Lord Shiva, Shiva in Kailash, Shiva as Tripurantaka, Shiva as Nataraja, a portrait of the patron Rajaraja and his mentor Kuruvar, dancing figures, etc.",,,
,10,"Kerala painters (during the period from the sixteenth to the eighteenth century) evolved a pictorial language and technique of their own. Consider the following about Kerala murals.\n1. They adopted certain stylistic elements from Nayaka and Vijayanagara schools.\n2. Paintings were also shown in three-dimensionality.\n3. Most of the narrations in them are based on those episodes from Hindu mythology which were popular in Kerala.\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 66.\nExplanation:\nThe painters in Kerala evolved a language taking cues from contemporary traditions like Kathakali and kalamezhuthu using vibrant and luminous colours, representing human figures in three-dimensionality. Most of the paintings are seen on the walls of shrines and cloister walls of temples and some inside palaces. Thematically too, paintings from Kerala stand apart. Most of the narrations are based on those episodes from Hindu mythology which were popular in Kerala. The artist seems to have derived sources from oral traditions and local versions of the Ramayana and the Mahabharata for painted narration.\nMore than sixty sites have been found with mural paintings which include three palaces—Dutch palace in Kochi, Krishnapuram palace in Kayamkulam and Padmanabhapuram palace. Among the sites where one can see the mature phase of Kerala‘s mural painting tradition are Pundareekapuram Krishna temple, Panayanarkavu, Thirukodithanam, Triprayar Sri Rama temple and Trissur Vadakkunathan temple.",,,
,10,"Consider the following depictions in temple of Dashavtara Vishnu of Central India.\n1. Nara-Narayan – Shows the discussion between human soul and the eternal divine.\n2. Gajendramoksha – Vishnu‘s discussion with the lord of elephants.\n3. Rekha-Pasanda – Vishnu‘s suppression of an asura who later attains moksha.\nWhich of the above associations are correct? ",1 and 2  only,2 and 3 only,1 only ,"1, 2 and 3",C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 73.\nExplanation:\nThis west-facing temple has a grand doorway with standing sculptures of female figures representing the Ganga on the left side and the Yamuna on the right side. The temple depicts Vishnu in various forms, due to which it was assumed that the four subsidiary shrines must also have housed Vishnu’s avatars and the temple was mistaken for a dasavatara temple. In fact, it isnotactually known to whom the four subsidiary shrines were originally dedicated. There are three main reliefs of Vishnu on the temple walls: Sheshashayana on the south, Nara- Narayan on the east and Gajendramoksha on the west. The temple is west-facing, which is less common, as most temples are east- or north-facing.\nSheshashayana is the form of Vishnu where he is shown reclining on the sheshanaga called Ananta. Nara-Narayan shows the discussion between the human soul and the eternal divine. Gajendramokshais the story of achieving moksha, symbolically communicated by Vishnu’s suppression of an asurawho had taken the form of an elephant.",,,
,10,"Consider the following statements regarding Odisha style of temples:\n1. It is a sub-style of the Dravida order.\n2. Khakra is one of the main architectural orders associated with+ it.\n3. The exterior of the temples are lavishly carved; their interiors are generally quite bare.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 78.\nExplanation:\nThe main architectural features of Odisha temples are classified in three orders, i.e., rekhapida, pidhadeul and khakra.\nMost of the main temple sites are located in ancient Kalinga—modern Puri District, including Bhubaneswar or ancient Tribhuvanesvara, Puri and Konark. The temples of Odisha constitute a distinct substyle within the nagara order. In general, here the shikhara, called deul in Odisha, is vertical almost until the top when it suddenly curves sharply inwards. Deuls are preceded, as usual, by mandapas called jagamohana in Odisha. Theground plan of the main temple is almost always square, which, in the upper reaches of its superstructure becomes circular in the crowning mastaka.\nThis makes the spire nearly cylindrical in appearance in its length. Compartments and niches are generally square, the exterior of the temples are lavishly carved, their interiors generally quite bare. Odisha temples usually have boundary walls.",,,
,10,"A unique form of architecture developed in the hills of Kumaon, Garhwal, Himachal and Kashmir in India with the use of wooden architecture, pagoda shapes etc. This can be attributed to the influence of which of the following?\n1. Gandhara school of art\n2. Buddhist traditions\n3. Hindu traditions\nSelect the correct answer using the codes given below",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 80.\nExplanation:\nKashmir ‘s proximity to prominent Gandhara sites (such as Taxila, Peshawar and the northwest frontier) lent the region a strong Gandhara influence by the fifth century CE. This began to mix with the Gupta and post-Gupta traditions that were brought to it from Sarnath, Mathura and even centres in Gujarat and Bengal.\nBrahmin pundits and Buddhist monks frequently travelled between Kashmir, Garhwal, Kumaon and religious centres in the plains like Banaras, Nalanda and even as far south as Kanchipuram. As a result, both Buddhist and Hindu traditions began to intermingle and spread in the hills. The hills also had their own tradition of wooden buildings with pitched roofs.\nAt several places in the hills, therefore, you will find that while the main garbhagriha and shikhara are made in a rekha-prasada or latina style, the mandapa is of an older form of wooden architecture. Sometimes, the temple itself takes on a pagoda shape.",,,
,10,"Consider the following regarding Nataraja bronze sculpture of Lord Shiva:\n1.It is a sculpture of Pallava period.\n2.Shiva has been shown balancing himself on his right leg and suppressing the apasmara, the demon of ignorance or forgetfulness, with the foot of the same leg.\n3.Shiva is associated with the end of the cosmic world with which this dancing position is associated.\nWhich of the statements given above is/are correct?",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 107.\nExplanation:\nShiva is associated with the end of the cosmic world with which this dancing position is associated. In this Chola period bronze sculpture he has been shown balancing himself on his right leg and suppressing the apasmara, the demon of ignorance or forgetfulness, with the foot of the same leg. At the same time he raises his left leg in bhujangatrasita stance, which represents tirobhava, that is kicking away the veil of maya or illusion from the devotee’s mind. His four arms are outstretched and the main right hand is posed in abhaya hasta or the gesture suggesting. The upper right holds the damaru his favourite musical instrument to keep on the beat tala. The upper left hand carries a flame while the main left hand is held in dola hasta and connects with the abhayahasta of the right hand. His hair locks fly onboth the sides touching the circular jvala mala or the garland of flames which surrounds the entire dancing figuration.",,,
,10,"Consider the following statements regarding Indo Islamic architecture:\n1.Muslims used to replicate living forms on any surface, developed their religious art and architecture.\n2. It also consists of the arts of arabesque, geometrical patterns and calligraphy on plaster and stone.\nWhich of the statements given above is/are incorrect?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 109.\nExplanation:\nAccording to E. B. Havell, Hindus conceived manifestations of god everywhere in multiple forms as part of their religious faith whereas a Muslim thought of only one with Muhammad as His Prophet. Hence, Hindus adorned all surfaces with sculptures and paintings. Muslims forbidden to replicate living forms on any surface, developed their religious art and architecture consisting of the arts of arabesque, geometrical patterns and calligraphy on plaster and stone.",,,
,10,"Consider the following statements regarding minar in Indo Islamic architecture.\n1.Two most striking minars of medieval times are the QutubMinar in Delhi and the Chand Minar at Daulatabad.\n2. It is known for only artistic values and not used for everyday use.\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 113.\nExplanation:\n Another form of stambha or tower was the minar, a common feature in the sub-continent. Two most striking minars of medieval times are the QutubMinar in Delhi and the Chand Minar at Daulatabad. The everyday use of the minar was for the azaan or call to prayer. It’s phenomenal height, however, symbolised the might and power of the ruler. The QutubMinar also came to be associated with the much revered saint of Delhi, KhwajaQutbuddinBakhtiyar Kaki.",,,
,10,"Consider the following terms in Indo Islamic Architecture.\n1.ChaharBagh is a square, walled garden divided into four by intersecting water channels\n2.Pietra-dura is a pictorial mosaic work using semi-precious stones. Found on walls, cenotaphs and marble jalis in the Taj Mahal\nWhich of the statements given above is/are correct?",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C,"Class – 11 -  – Book Name – Introduction to Indian Art– Page No. 128.\nExplanation:\n Refer to definition of all terms in page no. 126",,,
